,mc,mn,quarterbeats,quarterbeats_all_endings,duration_qb,mc_onset,mn_onset,timesig,staff,voice,duration,nominal_duration,scalar,tied,tpc,midi,name,octave,chord_id,time,player,capped
663,44,44,211,211,0.5,3/4,3/4,4/4,1,1,1/8,1/8,1,-1,1,67,G4,4,470,0.0,3,False
664,44,44,423/2,423/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,479,0.0,3,False
665,44,44,423/2,423/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,479,0.0,4,False
666,44,44,423/2,423/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,5,59,B3,3,471,0.0,7,False
667,44,44,423/2,423/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,2,62,D4,4,471,0.0,2,False
668,45,45,212,212,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,490,0.0,7,False
669,45,45,212,212,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,490,0.0,3,False
670,45,45,849/4,849/4,0.25,1/16,1/16,4/4,1,1,1/16,1/16,1,,0,60,C4,4,480,0.0,0,False
671,45,45,425/2,425/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,491,0.0,8,False
672,45,45,425/2,425/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,491,0.0,4,False
673,45,45,425/2,425/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,1,67,G4,4,481,0.0,3,False
674,45,45,851/4,851/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,,0,60,C4,4,482,0.0,0,False
675,45,45,213,213,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,492,0.0,7,False
676,45,45,213,213,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,492,0.0,3,False
677,45,45,213,213,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,4,64,E4,4,483,0.0,1,False
678,45,45,853/4,853/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,1,67,G4,4,484,0.0,3,False
679,45,45,427/2,427/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,493,0.0,8,False
680,45,45,427/2,427/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,493,0.0,4,False
681,45,45,855/4,855/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,0,60,C4,4,485,0.0,0,False
682,45,45,214,214,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,10,58,A#3,3,494,0.0,2,False
683,45,45,214,214,0.5,1/2,1/2,4/4,1,1,1/8,1/8,1,,4,64,E4,4,486,0.0,1,False
684,45,45,214,214,0.5,1/2,1/2,4/4,1,1,1/8,1/8,1,,1,67,G4,4,486,0.0,3,False
685,45,45,429/2,429/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,10,58,A#3,3,495,0.0,2,False
686,45,45,429/2,429/2,0.5,5/8,5/8,4/4,1,1,1/8,1/8,1,,4,64,E4,4,487,0.0,1,False
687,45,45,429/2,429/2,0.5,5/8,5/8,4/4,1,1,1/8,1/8,1,,1,67,G4,4,487,0.0,3,False
688,45,45,215,215,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,3,57,A3,3,496,0.0,7,False
689,45,45,215,215,0.5,3/4,3/4,4/4,1,1,1/8,1/8,1,,9,63,D#4,4,488,0.0,1,False
690,45,45,215,215,0.5,3/4,3/4,4/4,1,1,1/8,1/8,1,,6,66,F#4,4,488,0.0,0,False
691,45,45,431/2,431/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,8,56,G#3,3,497,0.0,8,False
692,45,45,431/2,431/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,2,62,D4,4,489,0.0,2,False
693,45,45,431/2,431/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,-1,65,F4,4,489,0.0,0,False
694,46,46,216,216,0.5,0,0,4/4,2,1,1/8,1/8,1,,4,40,E2,2,510,0.0,8,False
695,46,46,216,216,0.5,0,0,4/4,2,1,1/8,1/8,1,,3,45,A2,2,510,0.0,2,False
696,46,46,865/4,865/4,0.25,1/16,1/16,4/4,1,1,1/16,1/16,1,,4,64,E4,4,498,0.0,1,False
697,46,46,433/2,433/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,7,49,C#3,3,511,0.0,0,False
698,46,46,433/2,433/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,511,0.0,8,False
699,46,46,433/2,433/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,3,69,A4,4,499,0.0,3,False
700,46,46,867/4,867/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,,4,64,E4,4,500,0.0,1,False
701,46,46,217,217,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,4,40,E2,2,512,0.0,8,False
702,46,46,217,217,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,3,45,A2,2,512,0.0,2,False
703,46,46,217,217,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,1,67,G4,4,501,0.0,3,False
704,46,46,869/4,869/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,3,69,A4,4,502,0.0,3,False
705,46,46,435/2,435/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,7,49,C#3,3,513,0.0,0,False
706,46,46,435/2,435/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,513,0.0,8,False
707,46,46,871/4,871/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,4,64,E4,4,503,0.0,1,False
708,46,46,218,218,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,4,40,E2,2,514,0.0,8,False
709,46,46,218,218,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,3,45,A2,2,514,0.0,2,False
710,46,46,218,218,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,3,69,A4,4,504,0.0,3,False
711,46,46,873/4,873/4,0.25,9/16,9/16,4/4,1,1,1/16,1/16,1,,4,64,E4,4,505,0.0,1,False
712,46,46,437/2,437/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,7,49,C#3,3,515,0.0,0,False
713,46,46,437/2,437/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,515,0.0,8,False
714,46,46,437/2,437/2,0.25,5/8,5/8,4/4,1,1,1/16,1/16,1,,1,67,G4,4,506,0.0,3,False
715,46,46,875/4,875/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,1,3,69,A4,4,507,0.0,3,False
716,46,46,219,219,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,4,40,E2,2,516,0.0,8,False
717,46,46,219,219,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,3,45,A2,2,516,0.0,2,False
718,46,46,219,219,0.5,3/4,3/4,4/4,1,1,1/8,1/8,1,-1,3,69,A4,4,508,0.0,3,False
719,46,46,439/2,439/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,7,49,C#3,3,517,0.0,0,False
720,46,46,439/2,439/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,517,0.0,8,False
721,46,46,439/2,439/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,7,61,C#4,4,509,0.0,4,False
722,46,46,439/2,439/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,4,64,E4,4,509,0.0,1,False
723,47,47,220,220,0.5,0,0,4/4,2,1,1/8,1/8,1,,3,45,A2,2,530,0.0,2,False
724,47,47,220,220,0.5,0,0,4/4,2,1,1/8,1/8,1,,2,50,D3,3,530,0.0,3,False
725,47,47,881/4,881/4,0.25,1/16,1/16,4/4,1,1,1/16,1/16,1,,2,62,D4,4,518,0.0,2,False
726,47,47,441/2,441/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,531,0.0,3,False
727,47,47,441/2,441/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,531,0.0,7,False
728,47,47,441/2,441/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,3,69,A4,4,519,0.0,3,False
729,47,47,883/4,883/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,,3,57,A3,3,520,0.0,7,False
730,47,47,221,221,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,3,45,A2,2,532,0.0,2,False
731,47,47,221,221,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,2,50,D3,3,532,0.0,3,False
732,47,47,221,221,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,2,62,D4,4,521,0.0,2,False
733,47,47,885/4,885/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,3,69,A4,4,522,0.0,3,False
734,47,47,443/2,443/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,533,0.0,3,False
735,47,47,443/2,443/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,533,0.0,7,False
736,47,47,887/4,887/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,2,62,D4,4,523,0.0,2,False
737,47,47,222,222,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,3,45,A2,2,534,0.0,2,False
738,47,47,222,222,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,2,50,D3,3,534,0.0,3,False
739,47,47,222,222,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,3,69,A4,4,524,0.0,3,False
740,47,47,889/4,889/4,0.25,9/16,9/16,4/4,1,1,1/16,1/16,1,,3,57,A3,3,525,0.0,7,False
741,47,47,445/2,445/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,535,0.0,3,False
742,47,47,445/2,445/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,535,0.0,7,False
743,47,47,445/2,445/2,0.25,5/8,5/8,4/4,1,1,1/16,1/16,1,,2,62,D4,4,526,0.0,2,False
744,47,47,891/4,891/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,1,3,69,A4,4,527,0.0,3,False
745,47,47,223,223,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,3,45,A2,2,536,0.0,2,False
746,47,47,223,223,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,2,50,D3,3,536,0.0,3,False
747,47,47,223,223,0.5,3/4,3/4,4/4,1,1,1/8,1/8,1,-1,3,69,A4,4,528,0.0,3,False
748,47,47,447/2,447/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,537,0.0,3,False
749,47,47,447/2,447/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,3,57,A3,3,529,0.0,7,False
750,47,47,447/2,447/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,537,0.0,7,False
751,47,47,447/2,447/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,2,62,D4,4,529,0.0,2,False
752,48,48,224,224,0.5,0,0,4/4,2,1,1/8,1/8,1,,5,47,B2,2,550,0.0,3,False
753,48,48,224,224,0.5,0,0,4/4,2,1,1/8,1/8,1,,2,50,D3,3,550,0.0,3,False
754,48,48,897/4,897/4,0.25,1/16,1/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,538,0.0,3,False
755,48,48,449/2,449/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,551,0.0,3,False
756,48,48,449/2,449/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,551,0.0,4,False
757,48,48,449/2,449/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,5,71,B4,4,539,0.0,0,False
758,48,48,899/4,899/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,540,0.0,3,False
759,48,48,225,225,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,5,47,B2,2,552,0.0,3,False
760,48,48,225,225,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,2,50,D3,3,552,0.0,3,False
761,48,48,225,225,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,3,69,A4,4,541,0.0,3,False
762,48,48,901/4,901/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,5,71,B4,4,542,0.0,0,False
763,48,48,451/2,451/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,553,0.0,3,False
764,48,48,451/2,451/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,553,0.0,4,False
765,48,48,903/4,903/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,543,0.0,3,False
766,48,48,226,226,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,5,47,B2,2,554,0.0,3,False
767,48,48,226,226,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,2,50,D3,3,554,0.0,3,False
768,48,48,226,226,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,5,71,B4,4,544,0.0,0,False
769,48,48,905/4,905/4,0.25,9/16,9/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,545,0.0,3,False
770,48,48,453/2,453/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,555,0.0,3,False
771,48,48,453/2,453/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,555,0.0,4,False
772,48,48,453/2,453/2,0.25,5/8,5/8,4/4,1,1,1/16,1/16,1,,3,69,A4,4,546,0.0,3,False
773,48,48,907/4,907/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,1,5,71,B4,4,547,0.0,0,False
774,48,48,227,227,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,5,47,B2,2,556,0.0,3,False
775,48,48,227,227,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,2,50,D3,3,556,0.0,3,False
776,48,48,227,227,0.5,3/4,3/4,4/4,1,1,1/8,1/8,1,-1,5,71,B4,4,548,0.0,0,False
777,48,48,455/2,455/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,557,0.0,3,False
778,48,48,455/2,455/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,557,0.0,4,False
779,48,48,455/2,455/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,5,59,B3,3,549,0.0,7,False
780,48,48,455/2,455/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,2,62,D4,4,549,0.0,2,False
781,49,49,228,228,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,568,0.0,7,False
782,49,49,228,228,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,568,0.0,3,False
783,49,49,913/4,913/4,0.25,1/16,1/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,558,0.0,3,False
784,49,49,457/2,457/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,569,0.0,8,False
785,49,49,457/2,457/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,569,0.0,4,False
786,49,49,457/2,457/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,0,72,C5,5,559,0.0,2,False
787,49,49,915/4,915/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,1,1,67,G4,4,560,0.0,3,False
788,49,49,229,229,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,570,0.0,7,False
789,49,49,229,229,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,570,0.0,3,False
790,49,49,229,229,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,-1,1,67,G4,4,561,0.0,3,False
791,49,49,917/4,917/4,0.25,5/16,5/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,562,0.0,3,False
792,49,49,459/2,459/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,571,0.0,8,False
793,49,49,459/2,459/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,571,0.0,4,False
794,49,49,459/2,459/2,0.25,3/8,3/8,4/4,1,1,1/16,1/16,1,,3,69,A4,4,563,0.0,3,False
795,49,49,919/4,919/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,5,71,B4,4,564,0.0,0,False
796,49,49,230,230,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,1,43,G2,2,572,0.0,7,False
797,49,49,230,230,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,0,48,C3,3,572,0.0,3,False
798,49,49,230,230,0.5,1/2,1/2,4/4,1,1,1/8,1/8,1,,1,67,G4,4,565,0.0,3,False
799,49,49,230,230,0.5,1/2,1/2,4/4,1,1,1/8,1/8,1,,0,72,C5,5,565,0.0,2,False
800,49,49,461/2,461/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,573,0.0,8,False
801,49,49,461/2,461/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,573,0.0,4,False
802,49,49,461/2,461/2,0.5,5/8,5/8,4/4,1,1,1/8,1/8,1,,1,67,G4,4,566,0.0,3,False
803,49,49,461/2,461/2,0.5,5/8,5/8,4/4,1,1,1/8,1/8,1,,5,71,B4,4,566,0.0,0,False
804,49,49,231,231,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,574,0.0,7,False
805,49,49,231,231,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,574,0.0,3,False
806,49,49,231,231,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,1,67,G4,4,567,0.0,3,False
807,49,49,231,231,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,0,72,C5,5,567,0.0,2,False
808,49,49,463/2,463/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,4,40,E2,2,575,0.0,8,False
809,49,49,463/2,463/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,43,G2,2,575,0.0,7,False
810,50,50,232,232,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,583,0.0,7,False
811,50,50,232,232,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,583,0.0,3,False
812,50,50,232,232,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,76,E5,5,576,0.0,8,False
813,50,50,465/2,465/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,584,0.0,4,False
814,50,50,465/2,465/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,584,0.0,0,False
815,50,50,233,233,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,4,52,E3,3,585,0.0,8,False
816,50,50,233,233,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,55,G3,3,585,0.0,4,False
817,50,50,233,233,0.75,1/4,1/4,4/4,1,1,3/16,1/8,3/2,,0,72,C5,5,577,0.0,2,False
818,50,50,467/2,467/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,586,0.0,4,False
819,50,50,467/2,467/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,586,0.0,0,False
820,50,50,935/4,935/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,578,0.0,3,False
821,50,50,234,234,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,587,0.0,3,False
822,50,50,234,234,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,3,57,A3,3,587,0.0,7,False
823,50,50,234,234,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,3,69,A4,4,579,0.0,3,False
824,50,50,937/4,937/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,0,72,C5,5,580,0.0,2,False
825,50,50,469/2,469/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,588,0.0,7,False
826,50,50,469/2,469/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,588,0.0,0,False
827,50,50,939/4,939/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,581,0.0,2,False
828,50,50,235,235,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,6,54,F#3,3,589,0.0,7,False
829,50,50,235,235,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,3,57,A3,3,589,0.0,7,False
830,50,50,471/2,471/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,6,54,F#3,3,590,0.0,7,False
831,50,50,471/2,471/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,590,0.0,7,False
832,50,50,471/2,471/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,590,0.0,0,False
833,50,50,943/4,943/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,582,0.0,3,False
834,51,51,236,236,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,598,0.0,7,False
835,51,51,236,236,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,598,0.0,3,False
836,51,51,236,236,0.5,0,0,4/4,1,1,1/8,1/8,1,,1,67,G4,4,591,0.0,3,False
837,51,51,473/2,473/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,599,0.0,8,False
838,51,51,473/2,473/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,599,0.0,4,False
839,51,51,473/2,473/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,592,0.0,2,False
840,51,51,237,237,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,600,0.0,7,False
841,51,51,237,237,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,600,0.0,3,False
842,51,51,237,237,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,,0,72,C5,5,593,0.0,2,False
843,51,51,475/2,475/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,601,0.0,8,False
844,51,51,475/2,475/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,601,0.0,4,False
845,51,51,475/2,475/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,1,79,G5,5,594,0.0,8,False
846,51,51,238,238,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,1,43,G2,2,602,0.0,7,False
847,51,51,238,238,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,0,48,C3,3,602,0.0,3,False
848,51,51,238,238,0.75,1/2,1/2,4/4,1,1,3/16,1/8,3/2,,4,76,E5,5,595,0.0,8,False
849,51,51,477/2,477/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,603,0.0,3,False
850,51,51,477/2,477/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,603,0.0,7,False
851,51,51,955/4,955/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,2,74,D5,5,596,0.0,3,False
852,51,51,239,239,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,5,47,B2,2,604,0.0,3,False
853,51,51,239,239,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,2,50,D3,3,604,0.0,3,False
854,51,51,479/2,479/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,605,0.0,3,False
855,51,51,479/2,479/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,605,0.0,4,False
856,51,51,959/4,959/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,597,0.0,3,False
857,52,52,240,240,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,613,0.0,7,False
858,52,52,240,240,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,613,0.0,3,False
859,52,52,240,240,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,76,E5,5,606,0.0,8,False
860,52,52,481/2,481/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,614,0.0,4,False
861,52,52,481/2,481/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,614,0.0,0,False
862,52,52,241,241,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,4,52,E3,3,615,0.0,8,False
863,52,52,241,241,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,55,G3,3,615,0.0,4,False
864,52,52,241,241,0.75,1/4,1/4,4/4,1,1,3/16,1/8,3/2,,0,72,C5,5,607,0.0,2,False
865,52,52,483/2,483/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,616,0.0,4,False
866,52,52,483/2,483/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,616,0.0,0,False
867,52,52,967/4,967/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,608,0.0,3,False
868,52,52,242,242,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,617,0.0,3,False
869,52,52,242,242,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,3,57,A3,3,617,0.0,7,False
870,52,52,242,242,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,3,69,A4,4,609,0.0,3,False
871,52,52,969/4,969/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,0,72,C5,5,610,0.0,2,False
872,52,52,485/2,485/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,618,0.0,7,False
873,52,52,485/2,485/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,618,0.0,0,False
874,52,52,971/4,971/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,611,0.0,2,False
875,52,52,243,243,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,6,54,F#3,3,619,0.0,7,False
876,52,52,243,243,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,3,57,A3,3,619,0.0,7,False
877,52,52,487/2,487/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,620,0.0,7,False
878,52,52,487/2,487/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,620,0.0,0,False
879,52,52,975/4,975/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,612,0.0,3,False
880,53,53,244,244,0.5,0,0,4/4,2,1,1/8,1/8,1,,5,47,B2,2,627,0.0,3,False
881,53,53,244,244,0.5,0,0,4/4,2,1,1/8,1/8,1,,2,50,D3,3,627,0.0,3,False
882,53,53,244,244,0.5,0,0,4/4,1,1,1/8,1/8,1,,1,67,G4,4,621,0.0,3,False
883,53,53,489/2,489/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,628,0.0,3,False
884,53,53,489/2,489/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,628,0.0,7,False
885,53,53,489/2,489/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,622,0.0,2,False
