,mc,mn,quarterbeats,quarterbeats_all_endings,duration_qb,mc_onset,mn_onset,timesig,staff,voice,duration,nominal_duration,scalar,tied,tpc,midi,name,octave,chord_id,time,player,capped,conflicting
782,49,49,228,228,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,568,96.74999999999997,8,False,False
783,49,49,913/4,913/4,0.25,1/16,1/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,558,96.87499999999997,2,False,False
784,49,49,457/2,457/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,569,96.99999999999997,6,False,False
785,49,49,457/2,457/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,569,96.99999999999997,5,False,False
786,49,49,457/2,457/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,0,72,C5,5,559,96.99999999999997,1,False,False
787,49,49,915/4,915/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,1,1,67,G4,4,560,97.12499999999997,2,False,False
788,49,49,229,229,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,570,97.24999999999997,-1,False,True
789,49,49,229,229,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,570,97.24999999999997,8,False,False
790,49,49,229,229,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,-1,1,67,G4,4,561,97.24999999999997,2,False,False
791,49,49,917/4,917/4,0.25,5/16,5/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,562,97.37499999999997,2,False,False
792,49,49,459/2,459/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,571,97.49999999999997,6,False,False
793,49,49,459/2,459/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,571,97.49999999999997,5,False,False
794,49,49,459/2,459/2,0.25,3/8,3/8,4/4,1,1,1/16,1/16,1,,3,69,A4,4,563,97.49999999999997,8,False,False
795,49,49,919/4,919/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,5,71,B4,4,564,97.62499999999997,5,False,False
796,49,49,230,230,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,1,43,G2,2,572,97.74999999999997,-1,False,True
797,49,49,230,230,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,0,48,C3,3,572,97.74999999999997,8,False,False
798,49,49,230,230,0.5,1/2,1/2,4/4,1,1,1/8,1/8,1,,1,67,G4,4,565,97.74999999999997,2,False,False
799,49,49,230,230,0.5,1/2,1/2,4/4,1,1,1/8,1/8,1,,0,72,C5,5,565,97.74999999999997,1,False,False
800,49,49,461/2,461/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,573,97.99999999999997,6,False,False
801,49,49,461/2,461/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,573,97.99999999999997,5,False,False
802,49,49,461/2,461/2,0.5,5/8,5/8,4/4,1,1,1/8,1/8,1,,1,67,G4,4,566,97.99999999999997,2,False,False
803,49,49,461/2,461/2,0.5,5/8,5/8,4/4,1,1,1/8,1/8,1,,5,71,B4,4,566,97.99999999999997,5,False,False
804,49,49,231,231,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,574,98.24999999999997,4,True,False
805,49,49,231,231,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,574,98.24999999999997,8,False,False
806,49,49,231,231,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,1,67,G4,4,567,98.24999999999997,2,False,False
807,49,49,231,231,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,0,72,C5,5,567,98.24999999999997,1,False,False
808,49,49,463/2,463/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,4,40,E2,2,575,98.49999999999997,3,True,False
809,49,49,463/2,463/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,43,G2,2,575,98.49999999999997,4,True,False
810,50,50,232,232,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,583,98.74999999999997,4,True,False
811,50,50,232,232,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,583,98.74999999999997,8,False,False
812,50,50,232,232,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,76,E5,5,576,98.74999999999997,1,False,False
813,50,50,465/2,465/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,584,98.99999999999997,5,False,False
814,50,50,465/2,465/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,584,98.99999999999997,7,False,False
815,50,50,233,233,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,4,52,E3,3,585,99.24999999999997,6,False,False
816,50,50,233,233,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,55,G3,3,585,99.24999999999997,5,False,False
817,50,50,233,233,0.75,1/4,1/4,4/4,1,1,3/16,1/8,3/2,,0,72,C5,5,577,99.24999999999997,1,False,False
818,50,50,467/2,467/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,586,99.49999999999997,5,False,False
819,50,50,467/2,467/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,586,99.49999999999997,7,False,False
820,50,50,935/4,935/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,578,99.62499999999997,2,False,False
821,50,50,234,234,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,587,99.74999999999997,7,False,False
822,50,50,234,234,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,3,57,A3,3,587,99.74999999999997,-1,False,True
823,50,50,234,234,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,3,69,A4,4,579,99.74999999999997,8,False,False
824,50,50,937/4,937/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,0,72,C5,5,580,99.87499999999997,1,False,False
825,50,50,469/2,469/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,588,99.99999999999997,-1,False,True
826,50,50,469/2,469/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,588,99.99999999999997,7,False,False
827,50,50,939/4,939/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,581,100.12499999999997,1,False,False
828,50,50,235,235,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,6,54,F#3,3,589,100.24999999999997,6,False,False
829,50,50,235,235,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,3,57,A3,3,589,100.24999999999997,-1,False,True
830,50,50,471/2,471/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,6,54,F#3,3,590,100.49999999999997,6,False,False
831,50,50,471/2,471/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,590,100.49999999999997,-1,False,True
832,50,50,471/2,471/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,590,100.49999999999997,7,False,False
833,50,50,943/4,943/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,582,100.62499999999997,8,False,False
834,51,51,236,236,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,598,100.74999999999997,4,True,False
835,51,51,236,236,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,598,100.74999999999997,8,False,False
836,51,51,236,236,0.5,0,0,4/4,1,1,1/8,1/8,1,,1,67,G4,4,591,100.74999999999997,2,False,False
837,51,51,473/2,473/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,599,100.99999999999997,6,False,False
838,51,51,473/2,473/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,599,100.99999999999997,5,False,False
839,51,51,473/2,473/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,592,100.99999999999997,1,False,False
840,51,51,237,237,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,600,101.24999999999997,4,True,False
841,51,51,237,237,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,600,101.24999999999997,8,False,False
842,51,51,237,237,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,,0,72,C5,5,593,101.24999999999997,1,False,False
843,51,51,475/2,475/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,601,101.49999999999997,6,False,False
844,51,51,475/2,475/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,601,101.49999999999997,5,False,False
845,51,51,475/2,475/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,1,79,G5,5,594,101.49999999999997,3,False,False
846,51,51,238,238,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,1,43,G2,2,602,101.74999999999997,4,True,False
847,51,51,238,238,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,0,48,C3,3,602,101.74999999999997,8,False,False
848,51,51,238,238,0.75,1/2,1/2,4/4,1,1,3/16,1/8,3/2,,4,76,E5,5,595,101.74999999999997,1,False,False
849,51,51,477/2,477/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,603,101.99999999999997,7,False,False
850,51,51,477/2,477/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,603,101.99999999999997,-1,False,True
851,51,51,955/4,955/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,2,74,D5,5,596,102.12499999999997,4,False,False
852,51,51,239,239,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,5,47,B2,2,604,102.24999999999997,-1,False,True
853,51,51,239,239,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,2,50,D3,3,604,102.24999999999997,0,False,False
854,51,51,479/2,479/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,605,102.49999999999997,0,False,False
855,51,51,479/2,479/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,605,102.49999999999997,5,False,False
856,51,51,959/4,959/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,597,102.62499999999997,2,False,False
857,52,52,240,240,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,613,102.74999999999997,4,True,False
858,52,52,240,240,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,613,102.74999999999997,8,False,False
859,52,52,240,240,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,76,E5,5,606,102.74999999999997,1,False,False
860,52,52,481/2,481/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,614,102.99999999999997,5,False,False
861,52,52,481/2,481/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,614,102.99999999999997,7,False,False
862,52,52,241,241,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,4,52,E3,3,615,103.24999999999997,6,False,False
863,52,52,241,241,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,55,G3,3,615,103.24999999999997,5,False,False
864,52,52,241,241,0.75,1/4,1/4,4/4,1,1,3/16,1/8,3/2,,0,72,C5,5,607,103.24999999999997,1,False,False
865,52,52,483/2,483/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,616,103.49999999999997,5,False,False
866,52,52,483/2,483/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,616,103.49999999999997,7,False,False
867,52,52,967/4,967/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,608,103.62499999999997,2,False,False
868,52,52,242,242,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,617,103.74999999999997,7,False,False
869,52,52,242,242,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,3,57,A3,3,617,103.74999999999997,-1,False,True
870,52,52,242,242,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,3,69,A4,4,609,103.74999999999997,8,False,False
871,52,52,969/4,969/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,0,72,C5,5,610,103.87499999999997,1,False,False
872,52,52,485/2,485/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,618,103.99999999999997,-1,False,True
873,52,52,485/2,485/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,618,103.99999999999997,7,False,False
874,52,52,971/4,971/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,611,104.12499999999997,1,False,False
875,52,52,243,243,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,6,54,F#3,3,619,104.24999999999997,6,False,False
876,52,52,243,243,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,3,57,A3,3,619,104.24999999999997,-1,False,True
877,52,52,487/2,487/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,620,104.49999999999997,-1,False,True
878,52,52,487/2,487/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,620,104.49999999999997,7,False,False
879,52,52,975/4,975/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,612,104.62499999999997,8,False,False
880,53,53,244,244,0.5,0,0,4/4,2,1,1/8,1/8,1,,5,47,B2,2,627,104.74999999999997,4,True,False
881,53,53,244,244,0.5,0,0,4/4,2,1,1/8,1/8,1,,2,50,D3,3,627,104.74999999999997,0,False,False
882,53,53,244,244,0.5,0,0,4/4,1,1,1/8,1/8,1,,1,67,G4,4,621,104.74999999999997,2,False,False
883,53,53,489/2,489/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,628,104.99999999999997,7,False,False
884,53,53,489/2,489/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,628,104.99999999999997,-1,False,True
885,53,53,489/2,489/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,622,104.99999999999997,1,False,False
886,53,53,245,245,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,629,105.24999999999997,4,True,False
887,53,53,245,245,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,629,105.24999999999997,8,False,False
888,53,53,245,245,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,-1,77,F5,5,623,105.24999999999997,5,False,False
889,53,53,981/4,981/4,0.25,5/16,5/16,4/4,1,1,1/16,1/16,1,,4,76,E5,5,624,105.37499999999997,1,False,False
890,53,53,491/2,491/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,630,105.49999999999997,0,False,False
891,53,53,491/2,491/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,630,105.49999999999997,5,False,False
892,53,53,491/2,491/2,0.25,3/8,3/8,4/4,1,1,1/16,1/16,1,,2,74,D5,5,625,105.49999999999997,2,False,False
893,53,53,983/4,983/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,626,105.62499999999997,1,False,False
894,53,53,246,246,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,1,43,G2,2,631,105.74999999999997,4,True,False
895,53,53,246,246,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,0,48,C3,3,631,105.74999999999997,8,False,False
896,53,53,493/2,493/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,632,105.99999999999997,6,False,False
897,53,53,493/2,493/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,632,105.99999999999997,5,False,False
898,53,53,247,247,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,633,106.24999999999997,4,True,False
899,53,53,247,247,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,633,106.24999999999997,8,False,False
900,53,53,495/2,495/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,634,106.49999999999997,6,False,False
901,53,53,495/2,495/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,634,106.49999999999997,5,False,False
902,54,54,248,248,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,642,106.74999999999997,4,True,False
903,54,54,248,248,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,642,106.74999999999997,8,False,False
904,54,54,248,248,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,76,E5,5,635,106.74999999999997,1,False,False
905,54,54,497/2,497/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,643,106.99999999999997,5,False,False
906,54,54,497/2,497/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,643,106.99999999999997,7,False,False
907,54,54,249,249,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,4,52,E3,3,644,107.24999999999997,6,False,False
908,54,54,249,249,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,55,G3,3,644,107.24999999999997,5,False,False
909,54,54,249,249,0.75,1/4,1/4,4/4,1,1,3/16,1/8,3/2,,0,72,C5,5,636,107.24999999999997,1,False,False
910,54,54,499/2,499/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,645,107.49999999999997,5,False,False
911,54,54,499/2,499/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,645,107.49999999999997,7,False,False
912,54,54,999/4,999/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,637,107.62499999999997,2,False,False
913,54,54,250,250,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,646,107.74999999999997,7,False,False
914,54,54,250,250,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,3,57,A3,3,646,107.74999999999997,-1,False,True
915,54,54,250,250,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,3,69,A4,4,638,107.74999999999997,8,False,False
916,54,54,1001/4,1001/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,0,72,C5,5,639,107.87499999999997,1,False,False
917,54,54,501/2,501/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,647,107.99999999999997,-1,False,True
918,54,54,501/2,501/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,647,107.99999999999997,7,False,False
919,54,54,1003/4,1003/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,640,108.12499999999997,1,False,False
920,54,54,251,251,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,6,54,F#3,3,648,108.24999999999997,6,False,False
921,54,54,251,251,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,3,57,A3,3,648,108.24999999999997,-1,False,True
922,54,54,503/2,503/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,649,108.49999999999997,-1,False,True
923,54,54,503/2,503/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,649,108.49999999999997,7,False,False
924,54,54,1007/4,1007/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,641,108.62499999999997,8,False,False
925,55,55,252,252,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,657,108.74999999999997,4,True,False
926,55,55,252,252,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,657,108.74999999999997,8,False,False
927,55,55,252,252,0.5,0,0,4/4,1,1,1/8,1/8,1,,1,67,G4,4,650,108.74999999999997,2,False,False
928,55,55,505/2,505/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,658,108.99999999999997,6,False,False
929,55,55,505/2,505/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,658,108.99999999999997,5,False,False
930,55,55,505/2,505/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,651,108.99999999999997,1,False,False
931,55,55,253,253,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,3,45,A2,2,659,109.24999999999997,-1,False,True
932,55,55,253,253,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,659,109.24999999999997,8,False,False
933,55,55,253,253,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,,0,72,C5,5,652,109.24999999999997,1,False,False
934,55,55,507/2,507/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,660,109.49999999999997,6,False,False
935,55,55,507/2,507/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,660,109.49999999999997,5,False,False
936,55,55,507/2,507/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,1,79,G5,5,653,109.49999999999997,3,False,False
937,55,55,254,254,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,1,43,G2,2,661,109.74999999999997,4,True,False
938,55,55,254,254,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,0,48,C3,3,661,109.74999999999997,8,False,False
939,55,55,254,254,0.75,1/2,1/2,4/4,1,1,3/16,1/8,3/2,,4,76,E5,5,654,109.74999999999997,1,False,False
940,55,55,509/2,509/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,662,109.99999999999997,7,False,False
941,55,55,509/2,509/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,662,109.99999999999997,-1,False,True
942,55,55,1019/4,1019/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,2,74,D5,5,655,110.12499999999997,2,False,False
943,55,55,255,255,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,5,47,B2,2,663,110.24999999999997,4,True,False
944,55,55,255,255,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,2,50,D3,3,663,110.24999999999997,0,False,False
945,55,55,511/2,511/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,664,110.49999999999997,0,False,False
946,55,55,511/2,511/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,664,110.49999999999997,5,False,False
947,55,55,1023/4,1023/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,656,110.62499999999997,2,False,False
948,56,56,256,256,0.5,0,0,4/4,2,1,1/8,1/8,1,,1,43,G2,2,672,110.74999999999997,4,True,False
949,56,56,256,256,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,672,110.74999999999997,8,False,False
950,56,56,256,256,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,76,E5,5,665,110.74999999999997,1,False,False
951,56,56,513/2,513/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,673,110.99999999999997,5,False,False
952,56,56,513/2,513/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,673,110.99999999999997,7,False,False
953,56,56,257,257,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,4,52,E3,3,674,111.24999999999997,6,False,False
954,56,56,257,257,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,55,G3,3,674,111.24999999999997,5,False,False
955,56,56,257,257,0.75,1/4,1/4,4/4,1,1,3/16,1/8,3/2,,0,72,C5,5,666,111.24999999999997,1,False,False
956,56,56,515/2,515/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,675,111.49999999999997,5,False,False
957,56,56,515/2,515/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,675,111.49999999999997,7,False,False
958,56,56,1031/4,1031/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,667,111.62499999999997,2,False,False
959,56,56,258,258,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,676,111.74999999999997,7,False,False
960,56,56,258,258,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,3,57,A3,3,676,111.74999999999997,-1,False,True
961,56,56,258,258,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,,3,69,A4,4,668,111.74999999999997,8,False,False
962,56,56,1033/4,1033/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,0,72,C5,5,669,111.87499999999997,1,False,False
963,56,56,517/2,517/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,677,111.99999999999997,-1,False,True
964,56,56,517/2,517/2,0.5,5/8,5/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,677,111.99999999999997,7,False,False
965,56,56,1035/4,1035/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,670,112.12499999999997,1,False,False
966,56,56,259,259,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,6,54,F#3,3,678,112.24999999999997,6,False,False
967,56,56,259,259,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,3,57,A3,3,678,112.24999999999997,-1,False,True
968,56,56,519/2,519/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,679,112.49999999999997,-1,False,True
969,56,56,519/2,519/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,679,112.49999999999997,7,False,False
970,56,56,1039/4,1039/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,671,112.62499999999997,8,False,False
971,57,57,260,260,0.5,0,0,4/4,2,1,1/8,1/8,1,,5,47,B2,2,688,112.74999999999997,4,True,False
972,57,57,260,260,0.5,0,0,4/4,2,1,1/8,1/8,1,,2,50,D3,3,688,112.74999999999997,0,False,False
973,57,57,260,260,0.5,0,0,4/4,1,1,1/8,1/8,1,,1,67,G4,4,680,112.74999999999997,2,False,False
974,57,57,521/2,521/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,689,112.99999999999997,7,False,False
975,57,57,521/2,521/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,,3,57,A3,3,689,112.99999999999997,-1,False,True
976,57,57,521/2,521/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,681,112.99999999999997,1,False,False
977,57,57,261,261,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,1,43,G2,2,690,113.24999999999997,4,True,False
978,57,57,261,261,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,,0,48,C3,3,690,113.24999999999997,8,False,False
979,57,57,261,261,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,-1,77,F5,5,682,113.24999999999997,5,False,False
980,57,57,1045/4,1045/4,0.25,5/16,5/16,4/4,1,1,1/16,1/16,1,,4,76,E5,5,683,113.37499999999997,1,False,False
981,57,57,523/2,523/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,2,50,D3,3,691,113.49999999999997,0,False,False
982,57,57,523/2,523/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,691,113.49999999999997,5,False,False
983,57,57,523/2,523/2,0.25,3/8,3/8,4/4,1,1,1/16,1/16,1,,2,74,D5,5,684,113.49999999999997,2,False,False
984,57,57,1047/4,1047/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,685,113.62499999999997,1,False,False
985,57,57,262,262,0.5,1/2,1/2,4/4,2,1,1/8,1/8,1,,1,43,G2,2,692,113.74999999999997,4,True,False
