,mc,mn,quarterbeats,quarterbeats_all_endings,duration_qb,mc_onset,mn_onset,timesig,staff,voice,duration,nominal_duration,scalar,tied,tpc,midi,name,octave,chord_id,time,player,capped,conflicting
0,1,1,0,0,0.25,0,0,4/4,1,1,1/16,1/16,1,,0,72,C5,5,0,0.0,0,False,False
1,1,1,0,0,0.25,0,0,4/4,1,1,1/16,1/16,1,,4,76,E5,5,0,0.0,1,False,False
2,1,1,1/4,1/4,0.5,1/16,1/16,4/4,1,1,1/8,1/8,1,,0,72,C5,5,1,0.15625,0,False,False
3,1,1,1/4,1/4,0.5,1/16,1/16,4/4,1,1,1/8,1/8,1,,4,76,E5,5,1,0.15625,1,False,False
4,1,1,3/4,3/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,1,0,72,C5,5,2,0.46875,0,False,False
5,1,1,3/4,3/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,1,4,76,E5,5,2,0.46875,1,False,False
6,1,1,1,1,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,-1,0,72,C5,5,3,0.625,0,False,False
7,1,1,1,1,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,-1,4,76,E5,5,3,0.625,1,False,False
8,1,1,5/4,5/4,0.25,5/16,5/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,4,0.78125,2,False,False
9,1,1,5/4,5/4,0.25,5/16,5/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,4,0.78125,0,False,False
10,1,1,3/2,3/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,0,72,C5,5,5,0.9375,0,False,False
11,1,1,3/2,3/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,4,76,E5,5,5,0.9375,1,False,False
12,1,1,2,2,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,4,76,E5,5,6,1.25,1,False,False
13,1,1,2,2,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,1,79,G5,5,6,1.25,3,False,False
14,1,1,3,3,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,5,47,B2,2,7,1.875,4,True,False
15,1,1,3,3,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,1,55,G3,3,7,1.875,5,False,False
16,2,2,4,4,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,52,E3,3,17,2.5,6,False,False
17,2,2,4,4,1.0,0,0,4/4,2,1,1/4,1/4,1,,0,60,C4,4,17,2.5,7,False,False
18,2,2,4,4,0.75,0,0,4/4,1,1,3/16,1/8,3/2,,1,67,G4,4,8,2.5,2,False,False
19,2,2,4,4,0.75,0,0,4/4,1,1,3/16,1/8,3/2,,0,72,C5,5,8,2.5,0,False,False
20,2,2,19/4,19/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,1,4,64,E4,4,9,2.96875,8,False,False
21,2,2,19/4,19/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,1,1,67,G4,4,9,2.96875,2,False,False
22,2,2,5,5,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,18,3.125,8,False,False
23,2,2,5,5,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,1,55,G3,3,18,3.125,5,False,False
24,2,2,5,5,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,-1,4,64,E4,4,10,3.125,8,False,False
25,2,2,5,5,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,-1,1,67,G4,4,10,3.125,2,False,False
26,2,2,11/2,11/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,0,60,C4,4,11,3.4375,7,False,False
27,2,2,11/2,11/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,4,64,E4,4,11,3.4375,8,False,False
28,2,2,6,6,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,0,48,C3,3,19,3.75,8,False,False
29,2,2,6,6,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,3,57,A3,3,19,3.75,7,False,False
30,2,2,25/4,25/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,3,69,A4,4,12,3.90625,6,False,False
31,2,2,27/4,27/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,1,5,71,B4,4,13,4.21875,5,False,False
32,2,2,7,7,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,20,4.375,4,True,False
33,2,2,7,7,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,4,52,E3,3,20,4.375,6,False,False
34,2,2,7,7,0.25,3/4,3/4,4/4,1,1,1/16,1/16,1,-1,5,71,B4,4,14,4.375,5,False,False
35,2,2,29/4,29/4,0.25,13/16,13/16,4/4,1,1,1/16,1/16,1,,10,70,A#4,4,15,4.53125,3,False,False
36,2,2,15/2,15/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,3,69,A4,4,16,4.6875,6,False,False
37,3,3,8,8,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,52,E3,3,32,5.0,6,False,False
38,3,3,8,8,1.0,0,0,4/4,2,1,1/4,1/4,1,,0,60,C4,4,32,5.0,7,False,False
39,3,3,8,8,0.3333333333333333,0,0,4/4,1,1,1/12,1/8,2/3,,1,67,G4,4,21,5.0,2,False,False
40,3,3,25/3,25/3,0.3333333333333333,1/12,1/12,4/4,1,1,1/12,1/8,2/3,,4,64,E4,4,22,5.208333333333333,8,False,False
41,3,3,26/3,26/3,0.3333333333333333,1/6,1/6,4/4,1,1,1/12,1/8,2/3,,1,67,G4,4,23,5.416666666666667,2,False,False
42,3,3,9,9,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,33,5.625,8,False,False
43,3,3,9,9,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,1,55,G3,3,33,5.625,5,False,False
44,3,3,9,9,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,,3,69,A4,4,24,5.625,6,False,False
45,3,3,19/2,19/2,0.25,3/8,3/8,4/4,1,1,1/16,1/16,1,,-1,65,F4,4,25,5.9375,2,False,False
46,3,3,39/4,39/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,1,1,67,G4,4,26,6.09375,2,False,False
47,3,3,10,10,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,4,52,E3,3,34,6.25,6,False,False
48,3,3,10,10,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,0,60,C4,4,34,6.25,7,False,False
49,3,3,10,10,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,-1,1,67,G4,4,27,6.25,2,False,False
50,3,3,41/4,41/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,4,64,E4,4,28,6.40625,8,False,False
51,3,3,43/4,43/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,60,C4,4,29,6.71875,7,False,False
52,3,3,11,11,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,2,50,D3,3,35,6.875,1,False,False
53,3,3,11,11,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,5,59,B3,3,35,6.875,0,False,False
54,3,3,11,11,0.25,3/4,3/4,4/4,1,1,1/16,1/16,1,,2,62,D4,4,30,6.875,0,False,False
55,3,3,45/4,45/4,0.75,13/16,13/16,4/4,1,1,3/16,1/8,3/2,,5,59,B3,3,31,7.03125,0,False,False
56,4,4,12,12,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,52,E3,3,45,7.5,6,False,False
57,4,4,12,12,1.0,0,0,4/4,2,1,1/4,1/4,1,,0,60,C4,4,45,7.5,7,False,False
58,4,4,12,12,0.75,0,0,4/4,1,1,3/16,1/8,3/2,,1,67,G4,4,36,7.5,2,False,False
59,4,4,12,12,0.75,0,0,4/4,1,1,3/16,1/8,3/2,,0,72,C5,5,36,7.5,1,False,False
60,4,4,51/4,51/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,1,4,64,E4,4,37,7.96875,8,False,False
61,4,4,51/4,51/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,1,1,67,G4,4,37,7.96875,2,False,False
62,4,4,13,13,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,46,8.125,8,False,False
63,4,4,13,13,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,1,55,G3,3,46,8.125,5,False,False
64,4,4,13,13,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,-1,4,64,E4,4,38,8.125,8,False,False
65,4,4,13,13,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,-1,1,67,G4,4,38,8.125,2,False,False
66,4,4,27/2,27/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,0,60,C4,4,39,8.4375,7,False,False
67,4,4,27/2,27/2,0.5,3/8,3/8,4/4,1,1,1/8,1/8,1,,4,64,E4,4,39,8.4375,8,False,False
68,4,4,14,14,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,0,48,C3,3,47,8.75,8,False,False
69,4,4,14,14,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,3,57,A3,3,47,8.75,7,False,False
70,4,4,57/4,57/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,3,69,A4,4,40,8.90625,6,False,False
71,4,4,59/4,59/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,1,5,71,B4,4,41,9.21875,5,False,False
72,4,4,15,15,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,48,9.375,4,True,False
73,4,4,15,15,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,4,52,E3,3,48,9.375,6,False,False
74,4,4,15,15,0.25,3/4,3/4,4/4,1,1,1/16,1/16,1,-1,5,71,B4,4,42,9.375,5,False,False
75,4,4,61/4,61/4,0.25,13/16,13/16,4/4,1,1,1/16,1/16,1,,10,70,A#4,4,43,9.53125,3,False,False
76,4,4,31/2,31/2,0.5,7/8,7/8,4/4,1,1,1/8,1/8,1,,3,69,A4,4,44,9.6875,6,False,False
77,5,5,16,16,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,52,E3,3,60,10.0,6,False,False
78,5,5,16,16,1.0,0,0,4/4,2,1,1/4,1/4,1,,0,60,C4,4,60,10.0,7,False,False
79,5,5,16,16,0.3333333333333333,0,0,4/4,1,1,1/12,1/8,2/3,,1,67,G4,4,49,10.0,2,False,False
80,5,5,49/3,49/3,0.3333333333333333,1/12,1/12,4/4,1,1,1/12,1/8,2/3,,4,64,E4,4,50,10.208333333333334,8,False,False
81,5,5,50/3,50/3,0.3333333333333333,1/6,1/6,4/4,1,1,1/12,1/8,2/3,,1,67,G4,4,51,10.416666666666666,2,False,False
82,5,5,17,17,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,61,10.625,8,False,False
83,5,5,17,17,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,1,55,G3,3,61,10.625,5,False,False
84,5,5,17,17,0.5,1/4,1/4,4/4,1,1,1/8,1/8,1,,3,69,A4,4,52,10.625,6,False,False
85,5,5,35/2,35/2,0.25,3/8,3/8,4/4,1,1,1/16,1/16,1,,-1,65,F4,4,53,10.9375,2,False,False
86,5,5,71/4,71/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,1,1,67,G4,4,54,11.09375,2,False,False
87,5,5,18,18,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,4,52,E3,3,62,11.25,6,False,False
88,5,5,18,18,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,0,60,C4,4,62,11.25,7,False,False
89,5,5,18,18,0.25,1/2,1/2,4/4,1,1,1/16,1/16,1,-1,1,67,G4,4,55,11.25,2,False,False
90,5,5,73/4,73/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,4,64,E4,4,56,11.40625,8,False,False
91,5,5,75/4,75/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,60,C4,4,57,11.71875,7,False,False
92,5,5,19,19,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,2,50,D3,3,63,11.875,1,False,False
93,5,5,19,19,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,5,59,B3,3,63,11.875,0,False,False
94,5,5,19,19,0.25,3/4,3/4,4/4,1,1,1/16,1/16,1,,2,62,D4,4,58,11.875,0,False,False
95,5,5,77/4,77/4,0.75,13/16,13/16,4/4,1,1,3/16,1/8,3/2,,5,59,B3,3,59,12.03125,0,False,False
96,6,6,20,20,0.75,0,0,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,75,12.5,3,True,False
97,6,6,20,20,0.75,0,0,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,75,12.5,8,False,False
98,6,6,41/2,41/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,1,79,G5,5,64,12.8125,3,False,False
99,6,6,83/4,83/4,0.25,3/16,3/16,4/4,2,1,1/16,1/16,1,1,0,48,C3,3,76,12.96875,8,False,False
100,6,6,83/4,83/4,0.25,3/16,3/16,4/4,2,1,1/16,1/16,1,1,1,55,G3,3,76,12.96875,5,False,False
101,6,6,83/4,83/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,,6,78,F#5,5,65,12.96875,2,False,False
102,6,6,21,21,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,-1,0,48,C3,3,77,13.125,8,False,False
103,6,6,21,21,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,-1,1,55,G3,3,77,13.125,5,False,False
104,6,6,21,21,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,-1,77,F5,5,66,13.125,4,False,False
105,6,6,85/4,85/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,9,75,D#5,5,67,13.28125,5,False,False
106,6,6,43/2,43/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,78,13.4375,6,False,False
107,6,6,43/2,43/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,78,13.4375,7,False,False
108,6,6,87/4,87/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,4,76,E5,5,68,13.59375,1,False,False
109,6,6,22,22,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,,3,45,A2,2,79,13.75,6,True,False
110,6,6,22,22,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,,-1,53,F3,3,79,13.75,7,False,False
111,6,6,89/4,89/4,0.25,9/16,9/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,69,13.90625,2,False,False
112,6,6,45/2,45/2,0.25,5/8,5/8,4/4,1,1,1/16,1/16,1,,3,69,A4,4,70,14.0625,8,False,False
113,6,6,91/4,91/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,4,52,E3,3,80,14.21875,6,False,False
114,6,6,91/4,91/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,0,60,C4,4,80,14.21875,7,False,False
115,6,6,91/4,91/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,71,14.21875,1,False,False
116,6,6,23,23,0.25,3/4,3/4,4/4,2,1,1/16,1/16,1,,4,52,E3,3,81,14.375,6,False,False
117,6,6,23,23,0.25,3/4,3/4,4/4,2,1,1/16,1/16,1,,0,60,C4,4,81,14.375,7,False,False
118,6,6,93/4,93/4,0.25,13/16,13/16,4/4,2,1,1/16,1/16,1,,4,52,E3,3,82,14.53125,6,False,False
119,6,6,93/4,93/4,0.25,13/16,13/16,4/4,2,1,1/16,1/16,1,,0,60,C4,4,82,14.53125,7,False,False
120,6,6,93/4,93/4,0.25,13/16,13/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,72,14.53125,8,False,False
121,6,6,47/2,47/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,3,45,A2,2,83,14.6875,6,True,False
122,6,6,47/2,47/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,83,14.6875,7,False,False
123,6,6,47/2,47/2,0.25,7/8,7/8,4/4,1,1,1/16,1/16,1,,0,72,C5,5,73,14.6875,1,False,False
124,6,6,95/4,95/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,2,74,D5,5,74,14.84375,4,False,False
125,7,7,24,24,0.75,0,0,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,92,15.0,3,True,False
126,7,7,24,24,0.75,0,0,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,92,15.0,8,False,False
127,7,7,49/2,49/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,1,79,G5,5,84,15.3125,3,False,False
128,7,7,99/4,99/4,0.25,3/16,3/16,4/4,2,1,1/16,1/16,1,1,1,43,G2,2,93,15.46875,4,True,False
129,7,7,99/4,99/4,0.25,3/16,3/16,4/4,2,1,1/16,1/16,1,1,4,52,E3,3,93,15.46875,6,False,False
130,7,7,99/4,99/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,,6,78,F#5,5,85,15.46875,2,False,False
131,7,7,25,25,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,-1,1,43,G2,2,94,15.625,4,True,False
132,7,7,25,25,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,-1,4,52,E3,3,94,15.625,6,False,False
133,7,7,25,25,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,-1,77,F5,5,86,15.625,5,False,False
134,7,7,101/4,101/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,9,75,D#5,5,87,15.78125,5,False,False
135,7,7,51/2,51/2,0.25,3/8,3/8,4/4,2,1,1/16,1/16,1,,0,48,C3,3,95,15.9375,8,False,False
136,7,7,51/2,51/2,0.25,3/8,3/8,4/4,2,1,1/16,1/16,1,,1,55,G3,3,95,15.9375,2,True,False
137,7,7,103/4,103/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,,4,52,E3,3,96,16.09375,6,False,False
138,7,7,103/4,103/4,0.25,7/16,7/16,4/4,2,1,1/16,1/16,1,,0,60,C4,4,96,16.09375,7,False,False
139,7,7,103/4,103/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,4,76,E5,5,88,16.09375,1,False,False
140,7,7,105/4,105/4,0.5,9/16,9/16,4/4,1,1,1/8,1/8,1,,0,72,C5,5,89,16.40625,1,False,False
141,7,7,107/4,107/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,90,16.71875,1,False,False
142,7,7,27,27,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,0,72,C5,5,91,16.875,1,False,False
143,7,7,55/2,55/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,5,47,B2,2,97,17.1875,4,True,False
144,7,7,55/2,55/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,55,G3,3,97,17.1875,2,True,False
145,8,8,28,28,0.75,0,0,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,109,17.5,3,True,False
146,8,8,28,28,0.75,0,0,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,109,17.5,8,False,False
147,8,8,57/2,57/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,1,79,G5,5,98,17.8125,3,False,False
148,8,8,115/4,115/4,0.25,3/16,3/16,4/4,2,1,1/16,1/16,1,1,0,48,C3,3,110,17.96875,8,False,False
149,8,8,115/4,115/4,0.25,3/16,3/16,4/4,2,1,1/16,1/16,1,1,1,55,G3,3,110,17.96875,2,True,False
150,8,8,115/4,115/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,,6,78,F#5,5,99,17.96875,2,False,False
151,8,8,29,29,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,-1,0,48,C3,3,111,18.125,8,False,False
152,8,8,29,29,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,-1,1,55,G3,3,111,18.125,2,True,False
153,8,8,29,29,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,-1,77,F5,5,100,18.125,5,False,False
154,8,8,117/4,117/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,9,75,D#5,5,101,18.28125,5,False,False
155,8,8,59/2,59/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,112,18.4375,6,False,False
156,8,8,59/2,59/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,112,18.4375,7,False,False
157,8,8,119/4,119/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,4,76,E5,5,102,18.59375,1,False,False
158,8,8,30,30,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,,3,45,A2,2,113,18.75,6,True,False
159,8,8,30,30,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,,-1,53,F3,3,113,18.75,7,False,False
160,8,8,121/4,121/4,0.25,9/16,9/16,4/4,1,1,1/16,1/16,1,,1,67,G4,4,103,18.90625,8,True,False
161,8,8,61/2,61/2,0.25,5/8,5/8,4/4,1,1,1/16,1/16,1,,3,69,A4,4,104,19.0625,-1,False,True
162,8,8,123/4,123/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,4,52,E3,3,114,19.21875,6,False,False
163,8,8,123/4,123/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,0,60,C4,4,114,19.21875,7,False,False
164,8,8,123/4,123/4,0.25,11/16,11/16,4/4,1,1,1/16,1/16,1,,0,72,C5,5,105,19.21875,1,False,False
165,8,8,31,31,0.25,3/4,3/4,4/4,2,1,1/16,1/16,1,,4,52,E3,3,115,19.375,6,False,False
166,8,8,31,31,0.25,3/4,3/4,4/4,2,1,1/16,1/16,1,,0,60,C4,4,115,19.375,7,False,False
167,8,8,125/4,125/4,0.25,13/16,13/16,4/4,2,1,1/16,1/16,1,,4,52,E3,3,116,19.53125,6,False,False
168,8,8,125/4,125/4,0.25,13/16,13/16,4/4,2,1,1/16,1/16,1,,0,60,C4,4,116,19.53125,7,False,False
169,8,8,125/4,125/4,0.25,13/16,13/16,4/4,1,1,1/16,1/16,1,,3,69,A4,4,106,19.53125,-1,False,True
170,8,8,63/2,63/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,3,45,A2,2,117,19.6875,6,True,False
171,8,8,63/2,63/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,-1,53,F3,3,117,19.6875,7,False,False
172,8,8,63/2,63/2,0.25,7/8,7/8,4/4,1,1,1/16,1/16,1,,0,72,C5,5,107,19.6875,1,False,False
173,8,8,127/4,127/4,0.25,15/16,15/16,4/4,1,1,1/16,1/16,1,,2,74,D5,5,108,19.84375,4,False,False
174,9,9,32,32,0.5,0,0,4/4,2,1,1/8,1/8,1,,4,40,E2,2,122,20.0,3,True,False
175,9,9,32,32,0.5,0,0,4/4,2,1,1/8,1/8,1,,0,48,C3,3,122,20.0,8,False,False
176,9,9,65/2,65/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,1,8,44,G#2,2,123,20.3125,3,True,False
177,9,9,65/2,65/2,0.5,1/8,1/8,4/4,2,1,1/8,1/8,1,1,9,51,D#3,3,123,20.3125,0,False,False
178,9,9,65/2,65/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,1,0,72,C5,5,118,20.3125,1,False,False
179,9,9,65/2,65/2,0.5,1/8,1/8,4/4,1,1,1/8,1/8,1,1,9,75,D#5,5,118,20.3125,5,False,False
180,9,9,33,33,0.25,1/4,1/4,4/4,2,1,1/16,1/16,1,-1,8,44,G#2,2,124,20.625,3,True,False
181,9,9,33,33,0.25,1/4,1/4,4/4,2,1,1/16,1/16,1,-1,9,51,D#3,3,124,20.625,0,False,False
182,9,9,33,33,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,-1,0,72,C5,5,119,20.625,1,False,False
183,9,9,33,33,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,-1,9,75,D#5,5,119,20.625,5,False,False
184,9,9,133/4,133/4,0.75,5/16,5/16,4/4,2,1,3/16,1/8,3/2,,-1,41,F2,2,125,20.78125,1,True,False
185,9,9,133/4,133/4,0.75,5/16,5/16,4/4,2,1,3/16,1/8,3/2,,2,50,D3,3,125,20.78125,0,False,False
186,9,9,133/4,133/4,0.75,5/16,5/16,4/4,1,1,3/16,1/8,3/2,,10,70,A#4,4,120,20.78125,2,False,False
187,9,9,133/4,133/4,0.75,5/16,5/16,4/4,1,1,3/16,1/8,3/2,,2,74,D5,5,120,20.78125,4,False,False
188,9,9,34,34,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,126,21.25,3,True,False
189,9,9,34,34,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,126,21.25,8,False,False
190,9,9,34,34,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,1,67,G4,4,121,21.25,8,True,False
191,9,9,34,34,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,0,72,C5,5,121,21.25,1,False,False
192,9,9,139/4,139/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,4,52,E3,3,127,21.71875,6,False,False
193,9,9,139/4,139/4,0.25,11/16,11/16,4/4,2,1,1/16,1/16,1,,1,55,G3,3,127,21.71875,2,True,False
194,9,9,35,35,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,4,52,E3,3,128,21.875,6,False,False
195,9,9,35,35,0.5,3/4,3/4,4/4,2,1,1/8,1/8,1,,1,55,G3,3,128,21.875,2,True,False
196,9,9,71/2,71/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,1,43,G2,2,129,22.1875,4,True,False
197,9,9,71/2,71/2,0.5,7/8,7/8,4/4,2,1,1/8,1/8,1,,0,48,C3,3,129,22.1875,8,False,False
198,10,10,36,36,0.75,0,0,4/4,2,1,3/16,1/8,3/2,,4,40,E2,2,141,22.5,3,True,False
199,10,10,36,36,0.75,0,0,4/4,2,1,3/16,1/8,3/2,,0,48,C3,3,141,22.5,8,False,False
200,10,10,73/2,73/2,0.25,1/8,1/8,4/4,1,1,1/16,1/16,1,,1,79,G5,5,130,22.8125,3,False,False
201,10,10,147/4,147/4,0.25,3/16,3/16,4/4,2,1,1/16,1/16,1,1,0,48,C3,3,142,22.96875,8,False,False
202,10,10,147/4,147/4,0.25,3/16,3/16,4/4,2,1,1/16,1/16,1,1,1,55,G3,3,142,22.96875,2,True,False
203,10,10,147/4,147/4,0.25,3/16,3/16,4/4,1,1,1/16,1/16,1,,6,78,F#5,5,131,22.96875,2,False,False
204,10,10,37,37,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,-1,0,48,C3,3,143,23.125,8,False,False
205,10,10,37,37,0.5,1/4,1/4,4/4,2,1,1/8,1/8,1,-1,1,55,G3,3,143,23.125,2,True,False
206,10,10,37,37,0.25,1/4,1/4,4/4,1,1,1/16,1/16,1,,-1,77,F5,5,132,23.125,5,False,False
207,10,10,149/4,149/4,0.5,5/16,5/16,4/4,1,1,1/8,1/8,1,,9,75,D#5,5,133,23.28125,5,False,False
208,10,10,75/2,75/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,4,52,E3,3,144,23.4375,6,False,False
209,10,10,75/2,75/2,0.5,3/8,3/8,4/4,2,1,1/8,1/8,1,,0,60,C4,4,144,23.4375,7,False,False
210,10,10,151/4,151/4,0.25,7/16,7/16,4/4,1,1,1/16,1/16,1,,4,76,E5,5,134,23.59375,1,False,False
211,10,10,38,38,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,,3,45,A2,2,145,23.75,6,True,False
212,10,10,38,38,0.75,1/2,1/2,4/4,2,1,3/16,1/8,3/2,,-1,53,F3,3,145,23.75,7,False,False
