mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
74	74	663/2	663/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	898
74	74	663/2	663/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	898
75	75	332	332	1.0	0	0	4/4	2	1	1/4		1/4	1		3	45	A2	2	915
75	75	332	332	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	915
75	75	332	332	1.0	0	0	4/4	2	1	1/4		1/4	1		-1	53	F3	3	915
75	75	332	332	0.5	0	0	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	906
75	75	332	332	0.5	0	0	4/4	1	1	1/8		1/8	1		2	74	D5	5	906
75	75	665/2	665/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	907
75	75	665/2	665/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	907
75	75	333	333	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		4	40	E2	2	916
75	75	333	333	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		1	43	G2	2	916
75	75	333	333	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		0	48	C3	3	916
75	75	333	333	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	908
75	75	333	333	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		2	74	D5	5	908
75	75	667/2	667/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	909
75	75	667/2	667/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	909
75	75	1335/4	1335/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	3	45	A2	2	917
75	75	1335/4	1335/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	0	48	C3	3	917
75	75	1335/4	1335/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	-1	53	F3	3	917
75	75	334	334	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	3	45	A2	2	918
75	75	334	334	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	0	48	C3	3	918
75	75	334	334	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	-1	53	F3	3	918
75	75	334	334	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	910
75	75	1337/4	1337/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		3	45	A2	2	919
75	75	1337/4	1337/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		0	48	C3	3	919
75	75	1337/4	1337/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		-1	53	F3	3	919
75	75	1337/4	1337/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	911
75	75	669/2	669/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	912
75	75	1339/4	1339/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		3	45	A2	2	920
75	75	1339/4	1339/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		0	48	C3	3	920
75	75	1339/4	1339/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		-1	53	F3	3	920
75	75	1339/4	1339/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	913
75	75	335	335	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		4	40	E2	2	921
75	75	335	335	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	921
75	75	335	335	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48	C3	3	921
75	75	671/2	671/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	914
76	76	336	336	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	931
76	76	336	336	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	931
76	76	336	336	1.0	0	0	4/4	2	1	1/4		1/4	1		4	52	E3	3	931
76	76	336	336	0.5	0	0	4/4	1	1	1/8		1/8	1		1	67	G4	4	922
76	76	336	336	0.5	0	0	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	922
76	76	336	336	0.5	0	0	4/4	1	1	1/8		1/8	1		2	74	D5	5	922
76	76	673/2	673/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	923
76	76	673/2	673/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	923
76	76	673/2	673/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		9	75	D#5	5	923
76	76	337	337	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		4	40	E2	2	932
76	76	337	337	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		1	43	G2	2	932
76	76	337	337	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		0	48	C3	3	932
76	76	337	337	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		1	67	G4	4	924
76	76	337	337	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	924
76	76	337	337	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		4	76	E5	5	924
76	76	1351/4	1351/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	1	43	G2	2	933
76	76	1351/4	1351/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	0	48	C3	3	933
76	76	1351/4	1351/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	4	52	E3	3	933
76	76	1351/4	1351/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1	1	2	74	D5	5	925
76	76	338	338	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	1	43	G2	2	934
76	76	338	338	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	0	48	C3	3	934
76	76	338	338	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	4	52	E3	3	934
76	76	338	338	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	2	74	D5	5	926
76	76	1353/4	1353/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		1	43	G2	2	935
76	76	1353/4	1353/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		0	48	C3	3	935
76	76	1353/4	1353/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		4	52	E3	3	935
76	76	1353/4	1353/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		2	74	D5	5	927
76	76	1355/4	1355/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		1	43	G2	2	936
76	76	1355/4	1355/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		0	48	C3	3	936
76	76	1355/4	1355/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		4	52	E3	3	936
76	76	1355/4	1355/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	928
76	76	339	339	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		4	40	E2	2	937
76	76	339	339	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	937
76	76	339	339	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48	C3	3	937
76	76	339	339	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5	929
76	76	679/2	679/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	930
76	76	679/2	679/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	930
77	77	340	340	1.0	0	0	4/4	2	1	1/4		1/4	1		3	45	A2	2	946
77	77	340	340	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	946
77	77	340	340	1.0	0	0	4/4	2	1	1/4		1/4	1		-1	53	F3	3	946
77	77	340	340	0.5	0	0	4/4	1	1	1/8		1/8	1		0	72	C5	5	938
77	77	340	340	0.5	0	0	4/4	1	1	1/8		1/8	1		-1	77	F5	5	938
77	77	681/2	681/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	939
77	77	681/2	681/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	939
77	77	341	341	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		4	40	E2	2	947
77	77	341	341	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		1	43	G2	2	947
77	77	341	341	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		0	48	C3	3	947
77	77	341	341	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	940
77	77	1365/4	1365/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	941
77	77	683/2	683/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	942
77	77	1367/4	1367/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1		3	45	A2	2	948
77	77	1367/4	1367/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1		0	48	C3	3	948
77	77	1367/4	1367/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1		-1	53	F3	3	948
77	77	1367/4	1367/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	943
77	77	1369/4	1369/4	0.25	9/16	9/16	4/4	2	1	1/16		1/16	1		0	36	C2	2	949
77	77	1369/4	1369/4	0.25	9/16	9/16	4/4	2	1	1/16		1/16	1		0	48	C3	3	949
77	77	685/2	685/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		0	36	C2	2	950
77	77	685/2	685/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		0	48	C3	3	950
77	77	343	343	0.25	3/4	3/4	4/4	2	1	1/16		1/16	1		0	36	C2	2	951
77	77	343	343	0.25	3/4	3/4	4/4	2	1	1/16		1/16	1		0	48	C3	3	951
77	77	1373/4	1373/4	0.25	13/16	13/16	4/4	2	1	1/16		1/16	1		0	36	C2	2	952
77	77	1373/4	1373/4	0.25	13/16	13/16	4/4	2	1	1/16		1/16	1		0	48	C3	3	952
77	77	687/2	687/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		0	36	C2	2	953
77	77	687/2	687/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		0	48	C3	3	953
77	77	687/2	687/2	0.25	7/8	7/8	4/4	1	1	1/16		1/16	1		0	72	C5	5	944
77	77	1375/4	1375/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		7	73	C#5	5	945
78	78	344	344	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	963
78	78	344	344	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	963
78	78	344	344	1.0	0	0	4/4	2	1	1/4		1/4	1		4	52	E3	3	963
78	78	344	344	0.5	0	0	4/4	1	1	1/8		1/8	1		1	67	G4	4	954
78	78	344	344	0.5	0	0	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	954
78	78	344	344	0.5	0	0	4/4	1	1	1/8		1/8	1		2	74	D5	5	954
78	78	689/2	689/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	955
78	78	689/2	689/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	955
78	78	689/2	689/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		9	75	D#5	5	955
78	78	345	345	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		4	40	E2	2	964
78	78	345	345	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		1	43	G2	2	964
78	78	345	345	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		0	48	C3	3	964
78	78	345	345	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		1	67	G4	4	956
78	78	345	345	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	956
78	78	345	345	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		4	76	E5	5	956
78	78	1383/4	1383/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	1	43	G2	2	965
78	78	1383/4	1383/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	0	48	C3	3	965
78	78	1383/4	1383/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	4	52	E3	3	965
78	78	1383/4	1383/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1	1	2	74	D5	5	957
78	78	346	346	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	1	43	G2	2	966
78	78	346	346	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	0	48	C3	3	966
78	78	346	346	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	4	52	E3	3	966
78	78	346	346	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	2	74	D5	5	958
78	78	1385/4	1385/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		1	43	G2	2	967
78	78	1385/4	1385/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		0	48	C3	3	967
78	78	1385/4	1385/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		4	52	E3	3	967
78	78	1385/4	1385/4	0.5	9/16	9/16	4/4	1	1	1/8		1/8	1		2	74	D5	5	959
78	78	1387/4	1387/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		1	43	G2	2	968
78	78	1387/4	1387/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		0	48	C3	3	968
78	78	1387/4	1387/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		4	52	E3	3	968
78	78	1387/4	1387/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	960
78	78	347	347	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		4	40	E2	2	969
78	78	347	347	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	969
78	78	347	347	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48	C3	3	969
78	78	347	347	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5	961
78	78	695/2	695/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	962
78	78	695/2	695/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	962
79	79	348	348	1.0	0	0	4/4	2	1	1/4		1/4	1		3	45	A2	2	979
79	79	348	348	1.0	0	0	4/4	2	1	1/4		1/4	1		0	48	C3	3	979
79	79	348	348	1.0	0	0	4/4	2	1	1/4		1/4	1		-1	53	F3	3	979
79	79	348	348	0.5	0	0	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	970
79	79	348	348	0.5	0	0	4/4	1	1	1/8		1/8	1		2	74	D5	5	970
79	79	697/2	697/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	971
79	79	697/2	697/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	971
79	79	349	349	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		4	40	E2	2	980
79	79	349	349	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		1	43	G2	2	980
79	79	349	349	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		0	48	C3	3	980
79	79	349	349	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	972
79	79	349	349	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		2	74	D5	5	972
79	79	699/2	699/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	973
79	79	699/2	699/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	973
79	79	1399/4	1399/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	3	45	A2	2	981
79	79	1399/4	1399/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	0	48	C3	3	981
79	79	1399/4	1399/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	-1	53	F3	3	981
79	79	350	350	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	3	45	A2	2	982
79	79	350	350	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	0	48	C3	3	982
79	79	350	350	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1	-1	-1	53	F3	3	982
79	79	350	350	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	974
79	79	1401/4	1401/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		3	45	A2	2	983
79	79	1401/4	1401/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		0	48	C3	3	983
79	79	1401/4	1401/4	0.5	9/16	9/16	4/4	2	1	1/8		1/8	1		-1	53	F3	3	983
79	79	1401/4	1401/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	975
79	79	701/2	701/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	976
79	79	1403/4	1403/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		3	45	A2	2	984
79	79	1403/4	1403/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		0	48	C3	3	984
79	79	1403/4	1403/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		-1	53	F3	3	984
79	79	1403/4	1403/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	977
79	79	351	351	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		4	40	E2	2	985
79	79	351	351	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	985
79	79	351	351	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48	C3	3	985
79	79	703/2	703/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	978
80	80	352	352	1.0	0	0	4/4	2	1	1/4		1/4	1		-2	46	Bb2	2	997
80	80	352	352	1.0	0	0	4/4	2	1	1/4		1/4	1		-3	51	Eb3	3	997
80	80	352	352	1.0	0	0	4/4	2	1	1/4		1/4	1		1	55	G3	3	997
80	80	352	352	0.5	0	0	4/4	1	1	1/8		1/8	1		0	72	C5	5	986
80	80	352	352	0.5	0	0	4/4	1	1	1/8		1/8	1		-1	77	F5	5	986
80	80	705/2	705/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	987
80	80	705/2	705/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	987
80	80	353	353	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		5	47	B2	2	998
80	80	353	353	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		4	52	E3	3	998
80	80	353	353	0.75	1/4	1/4	4/4	2	1	3/16		1/8	3/2		8	56	G#3	3	998
80	80	353	353	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	988
80	80	353	353	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		0	72	C5	5	988
80	80	707/2	707/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		-1	65	F4	4	989
80	80	707/2	707/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	989
80	80	1415/4	1415/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	0	48	C3	3	999
80	80	1415/4	1415/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	-1	53	F3	3	999
80	80	1415/4	1415/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1	1	3	57	A3	3	999
80	80	354	354	0.75	1/2	1/2	4/4	2	1	3/16		1/8	3/2	-1	0	48	C3	3	1000
80	80	354	354	0.75	1/2	1/2	4/4	2	1	3/16		1/8	3/2	-1	-1	53	F3	3	1000
80	80	354	354	0.75	1/2	1/2	4/4	2	1	3/16		1/8	3/2	-1	3	57	A3	3	1000
80	80	354	354	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		3	69	A4	4	990
80	80	1417/4	1417/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	991
80	80	709/2	709/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		5	71	B4	4	992
80	80	1419/4	1419/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		2	50	D3	3	1001
80	80	1419/4	1419/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		-1	53	F3	3	1001
80	80	1419/4	1419/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	1001
80	80	1419/4	1419/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1	1	0	72	C5	5	993
80	80	355	355	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	0	72	C5	5	994
80	80	1421/4	1421/4	0.75	13/16	13/16	4/4	2	1	3/16		1/8	3/2		2	50	D3	3	1002
80	80	1421/4	1421/4	0.75	13/16	13/16	4/4	2	1	3/16		1/8	3/2		-1	53	F3	3	1002
80	80	1421/4	1421/4	0.75	13/16	13/16	4/4	2	1	3/16		1/8	3/2		3	57	A3	3	1002
80	80	1421/4	1421/4	0.5	13/16	13/16	4/4	1	1	1/8		1/8	1		2	74	D5	5	995
80	80	1423/4	1423/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	996
81	81	356	356	1.0	0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	1008
81	81	356	356	1.0	0	0	2/4	2	1	1/4		1/4	1		0	48	C3	3	1008
81	81	356	356	1.0	0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	1008
81	81	356	356	0.5	0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	1003
81	81	356	356	0.5	0	0	2/4	1	1	1/8		1/8	1		3	69	A4	4	1003
81	81	713/2	713/2	0.5	1/8	1/8	2/4	1	1	1/8		1/8	1		0	60	C4	4	1004
81	81	713/2	713/2	0.5	1/8	1/8	2/4	1	1	1/8		1/8	1		-1	65	F4	4	1004
81	81	357	357	0.75	1/4	1/4	2/4	2	1	3/16		1/8	3/2		4	40	E2	2	1009
81	81	357	357	0.75	1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	1009
81	81	357	357	0.75	1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	1009
81	81	357	357	0.25	1/4	1/4	2/4	1	1	1/16		1/16	1		2	62	D4	4	1005
81	81	1429/4	1429/4	0.5	5/16	5/16	2/4	1	1	1/8		1/8	1		4	64	E4	4	1006
81	81	1431/4	1431/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		3	45	A2	2	1010
81	81	1431/4	1431/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		0	48	C3	3	1010
81	81	1431/4	1431/4	0.25	7/16	7/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	1010
81	81	1431/4	1431/4	0.25	7/16	7/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	1007
82	82	359	359	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		0	36	C2	2	1017
82	82	359	359	0.3333333333333333	1/4	1/4	4/4	1	1	1/12		1/8	2/3		0	60	C4	4	1011
82	82	1078/3	1078/3	0.3333333333333333	1/3	1/3	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	1012
82	82	719/2	719/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1018
82	82	1079/3	1079/3	0.3333333333333333	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-3	63	Eb4	4	1013
82	82	360	360	0.6666666666666666	1/2	1/2	4/4	2	1	1/6		1/4	2/3		-3	39	Eb2	2	1019
82	82	360	360	0.6666666666666666	1/2	1/2	4/4	2	1	1/6		1/4	2/3		-3	51	Eb3	3	1019
82	82	360	360	0.6666666666666666	1/2	1/2	4/4	1	1	1/6		1/4	2/3		-2	70	Bb4	4	1014
82	82	1082/3	1082/3	0.6666666666666666	2/3	2/3	4/4	2	1	1/6		1/4	2/3		-3	39	Eb2	2	1020
82	82	1082/3	1082/3	0.6666666666666666	2/3	2/3	4/4	2	1	1/6		1/4	2/3		-3	51	Eb3	3	1020
82	82	1082/3	1082/3	0.6666666666666666	2/3	2/3	4/4	1	1	1/6		1/4	2/3		3	69	A4	4	1015
82	82	1084/3	1084/3	0.6666666666666666	5/6	5/6	4/4	2	1	1/6		1/4	2/3		-3	39	Eb2	2	1021
82	82	1084/3	1084/3	0.6666666666666666	5/6	5/6	4/4	2	1	1/6		1/4	2/3		-3	51	Eb3	3	1021
82	82	1084/3	1084/3	0.6666666666666666	5/6	5/6	4/4	1	1	1/6		1/4	2/3		1	67	G4	4	1016
83	83	362	362	0.5	0	0	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1023
83	83	362	362	1.0	0	0	4/4	1	1	1/4		1/4	1		-1	65	F4	4	1022
83	83	725/2	725/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1024
83	83	363	363	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1025
83	83	727/2	727/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1026
83	83	364	364	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1027
83	83	729/2	729/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1028
83	83	365	365	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1029
83	83	731/2	731/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	41	F2	2	1030
84	84	366	366	0.5	0	0	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1031
84	84	733/2	733/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1032
84	84	367	367	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1033
84	84	735/2	735/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1034
84	84	368	368	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1035
84	84	737/2	737/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1036
84	84	369	369	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1037
84	84	739/2	739/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1038
85	85	370	370	0.5	0	0	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1039
85	85	741/2	741/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1040
85	85	371	371	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1041
85	85	743/2	743/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1042
85	85	372	372	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1043
85	85	745/2	745/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1044
85	85	373	373	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1045
85	85	747/2	747/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	1046
86	86	374	374	0.5	0	0	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1049
86	86	749/2	749/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-6	42	Gb2	2	1050
