mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
40	40	769/4	769/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	424
40	40	385/2	385/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		7	49	C#3	3	437
40	40	385/2	385/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	437
40	40	385/2	385/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	425
40	40	385/2	385/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	425
40	40	771/4	771/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	426
40	40	771/4	771/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	426
40	40	193	193	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		4	40	E2	2	438
40	40	193	193	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	438
40	40	193	193	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		7	61	C#4	4	427
40	40	193	193	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		1	67	G4	4	427
40	40	773/4	773/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		4	64	E4	4	428
40	40	773/4	773/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		3	69	A4	4	428
40	40	387/2	387/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		7	49	C#3	3	439
40	40	387/2	387/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	439
40	40	775/4	775/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	429
40	40	775/4	775/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	429
40	40	194	194	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		4	40	E2	2	440
40	40	194	194	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	45	A2	2	440
40	40	194	194	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		4	64	E4	4	430
40	40	194	194	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		3	69	A4	4	430
40	40	777/4	777/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	431
40	40	777/4	777/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	431
40	40	389/2	389/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		7	49	C#3	3	441
40	40	389/2	389/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	441
40	40	389/2	389/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		7	61	C#4	4	432
40	40	389/2	389/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	432
40	40	779/4	779/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	433
40	40	779/4	779/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1	1	3	69	A4	4	433
40	40	195	195	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		4	40	E2	2	442
40	40	195	195	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	442
40	40	195	195	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	434
40	40	195	195	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1	-1	3	69	A4	4	434
40	40	391/2	391/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		7	49	C#3	3	443
40	40	391/2	391/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	443
40	40	391/2	391/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		7	61	C#4	4	435
40	40	391/2	391/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	435
41	41	196	196	0.5	0	0	4/4	2	1	1/8		1/8	1		3	45	A2	2	456
41	41	196	196	0.5	0	0	4/4	2	1	1/8		1/8	1		2	50	D3	3	456
41	41	785/4	785/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	444
41	41	785/4	785/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	444
41	41	393/2	393/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	53	F3	3	457
41	41	393/2	393/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	457
41	41	393/2	393/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		-1	65	F4	4	445
41	41	393/2	393/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	445
41	41	787/4	787/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		-1	53	F3	3	446
41	41	787/4	787/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	446
41	41	197	197	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	458
41	41	197	197	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	458
41	41	197	197	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		3	57	A3	3	447
41	41	197	197	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		2	62	D4	4	447
41	41	789/4	789/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		-1	65	F4	4	448
41	41	789/4	789/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		3	69	A4	4	448
41	41	395/2	395/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	53	F3	3	459
41	41	395/2	395/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	459
41	41	791/4	791/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	449
41	41	791/4	791/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	449
41	41	198	198	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	45	A2	2	460
41	41	198	198	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		2	50	D3	3	460
41	41	198	198	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		-1	65	F4	4	450
41	41	198	198	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		3	69	A4	4	450
41	41	793/4	793/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	53	F3	3	451
41	41	793/4	793/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	451
41	41	397/2	397/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-1	53	F3	3	461
41	41	397/2	397/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		3	57	A3	3	452
41	41	397/2	397/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	461
41	41	397/2	397/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	452
41	41	795/4	795/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	453
41	41	795/4	795/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1	1	3	69	A4	4	453
41	41	199	199	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	462
41	41	199	199	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	462
41	41	199	199	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-1	65	F4	4	454
41	41	199	199	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1	-1	3	69	A4	4	454
41	41	399/2	399/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	53	F3	3	463
41	41	399/2	399/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	57	A3	3	455
41	41	399/2	399/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	463
41	41	399/2	399/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	455
42	42	200	200	0.5	0	0	4/4	2	1	1/8		1/8	1		5	47	B2	2	476
42	42	200	200	0.5	0	0	4/4	2	1	1/8		1/8	1		2	50	D3	3	476
42	42	801/4	801/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	464
42	42	801/4	801/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	464
42	42	401/2	401/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	477
42	42	401/2	401/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	477
42	42	401/2	401/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	465
42	42	401/2	401/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	465
42	42	803/4	803/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	466
42	42	803/4	803/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	466
42	42	201	201	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		5	47	B2	2	478
42	42	201	201	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	478
42	42	201	201	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		2	62	D4	4	467
42	42	201	201	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		-1	65	F4	4	467
42	42	805/4	805/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		2	62	D4	4	468
42	42	805/4	805/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		1	67	G4	4	468
42	42	403/2	403/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	479
42	42	403/2	403/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	479
42	42	807/4	807/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	469
42	42	807/4	807/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	469
42	42	202	202	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		5	47	B2	2	480
42	42	202	202	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		2	50	D3	3	480
42	42	202	202	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		2	62	D4	4	470
42	42	202	202	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		1	67	G4	4	470
42	42	809/4	809/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	471
42	42	809/4	809/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	471
42	42	405/2	405/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	481
42	42	405/2	405/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	481
42	42	405/2	405/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	472
42	42	405/2	405/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		-1	65	F4	4	472
42	42	811/4	811/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	473
42	42	811/4	811/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1	1	1	67	G4	4	473
42	42	203	203	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		5	47	B2	2	482
42	42	203	203	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	482
42	42	203	203	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		2	62	D4	4	474
42	42	203	203	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1	-1	1	67	G4	4	474
42	42	407/2	407/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	483
42	42	407/2	407/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	483
42	42	407/2	407/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		5	59	B3	3	475
42	42	407/2	407/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	475
43	43	204	204	0.5	0	0	4/4	2	1	1/8		1/8	1		1	43	G2	2	494
43	43	204	204	0.5	0	0	4/4	2	1	1/8		1/8	1		0	48	C3	3	494
43	43	817/4	817/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		1	55	G3	3	484
43	43	817/4	817/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	484
43	43	409/2	409/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	495
43	43	409/2	409/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	495
43	43	409/2	409/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	485
43	43	409/2	409/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	485
43	43	819/4	819/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		1	55	G3	3	486
43	43	819/4	819/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	486
43	43	205	205	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		1	43	G2	2	496
43	43	205	205	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		0	48	C3	3	496
43	43	205	205	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		0	60	C4	4	487
43	43	205	205	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		4	64	E4	4	487
43	43	821/4	821/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		4	64	E4	4	488
43	43	821/4	821/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		1	67	G4	4	488
43	43	411/2	411/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	497
43	43	411/2	411/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	497
43	43	823/4	823/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		1	55	G3	3	489
43	43	823/4	823/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	489
43	43	206	206	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	498
43	43	206	206	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		4	64	E4	4	490
43	43	206	206	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		1	67	G4	4	490
43	43	413/2	413/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	499
43	43	413/2	413/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	491
43	43	413/2	413/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	491
43	43	207	207	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	500
43	43	207	207	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-3	63	Eb4	4	492
43	43	207	207	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-6	66	Gb4	4	492
43	43	415/2	415/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-4	56	Ab3	3	501
43	43	415/2	415/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	493
43	43	415/2	415/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		-1	65	F4	4	493
44	44	208	208	0.5	0	0	4/4	2	1	1/8		1/8	1		4	40	E2	2	514
44	44	208	208	0.5	0	0	4/4	2	1	1/8		1/8	1		3	45	A2	2	514
44	44	833/4	833/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	502
44	44	833/4	833/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	502
44	44	417/2	417/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		7	49	C#3	3	515
44	44	417/2	417/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	515
44	44	417/2	417/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	503
44	44	417/2	417/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	503
44	44	835/4	835/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	504
44	44	835/4	835/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	504
44	44	209	209	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		4	40	E2	2	516
44	44	209	209	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	516
44	44	209	209	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		7	61	C#4	4	505
44	44	209	209	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		1	67	G4	4	505
44	44	837/4	837/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		4	64	E4	4	506
44	44	837/4	837/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		3	69	A4	4	506
44	44	419/2	419/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		7	49	C#3	3	517
44	44	419/2	419/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	517
44	44	839/4	839/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	507
44	44	839/4	839/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	507
44	44	210	210	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		4	40	E2	2	518
44	44	210	210	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	45	A2	2	518
44	44	210	210	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		4	64	E4	4	508
44	44	210	210	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		3	69	A4	4	508
44	44	841/4	841/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	509
44	44	841/4	841/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	509
44	44	421/2	421/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		7	49	C#3	3	519
44	44	421/2	421/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	519
44	44	421/2	421/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		7	61	C#4	4	510
44	44	421/2	421/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	510
44	44	843/4	843/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	511
44	44	843/4	843/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1	1	3	69	A4	4	511
44	44	211	211	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		4	40	E2	2	520
44	44	211	211	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	520
44	44	211	211	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	512
44	44	211	211	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1	-1	3	69	A4	4	512
44	44	423/2	423/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		7	49	C#3	3	521
44	44	423/2	423/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	521
44	44	423/2	423/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		7	61	C#4	4	513
44	44	423/2	423/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	513
45	45	212	212	0.5	0	0	4/4	2	1	1/8		1/8	1		3	45	A2	2	534
45	45	212	212	0.5	0	0	4/4	2	1	1/8		1/8	1		2	50	D3	3	534
45	45	849/4	849/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	522
45	45	849/4	849/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	522
45	45	425/2	425/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	53	F3	3	535
45	45	425/2	425/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	535
45	45	425/2	425/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		-1	65	F4	4	523
45	45	425/2	425/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	523
45	45	851/4	851/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		-1	53	F3	3	524
45	45	851/4	851/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	524
45	45	213	213	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	536
45	45	213	213	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	536
45	45	213	213	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		3	57	A3	3	525
45	45	213	213	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		2	62	D4	4	525
45	45	853/4	853/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		-1	65	F4	4	526
45	45	853/4	853/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		3	69	A4	4	526
45	45	427/2	427/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	53	F3	3	537
45	45	427/2	427/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	537
45	45	855/4	855/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	527
45	45	855/4	855/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	527
45	45	214	214	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	45	A2	2	538
45	45	214	214	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		2	50	D3	3	538
45	45	214	214	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		-1	65	F4	4	528
45	45	214	214	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		3	69	A4	4	528
45	45	857/4	857/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	53	F3	3	529
45	45	857/4	857/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	529
45	45	429/2	429/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-1	53	F3	3	539
45	45	429/2	429/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		3	57	A3	3	530
45	45	429/2	429/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	539
45	45	429/2	429/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	530
45	45	859/4	859/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	531
45	45	859/4	859/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1	1	3	69	A4	4	531
45	45	215	215	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	540
45	45	215	215	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	540
45	45	215	215	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-1	65	F4	4	532
45	45	215	215	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1	-1	3	69	A4	4	532
45	45	431/2	431/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	53	F3	3	541
45	45	431/2	431/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	57	A3	3	533
45	45	431/2	431/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	541
45	45	431/2	431/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	533
46	46	216	216	0.5	0	0	4/4	2	1	1/8		1/8	1		5	47	B2	2	554
46	46	216	216	0.5	0	0	4/4	2	1	1/8		1/8	1		2	50	D3	3	554
46	46	865/4	865/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	542
46	46	865/4	865/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	542
46	46	433/2	433/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	555
46	46	433/2	433/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	555
46	46	433/2	433/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		1	67	G4	4	543
46	46	433/2	433/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		5	71	B4	4	543
46	46	867/4	867/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	544
46	46	867/4	867/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	544
46	46	217	217	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		5	47	B2	2	556
46	46	217	217	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	556
46	46	217	217	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		-1	65	F4	4	545
46	46	217	217	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		3	69	A4	4	545
46	46	869/4	869/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		1	67	G4	4	546
46	46	869/4	869/4	0.5	5/16	5/16	4/4	1	1	1/8		1/8	1		5	71	B4	4	546
46	46	435/2	435/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	557
46	46	435/2	435/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	557
46	46	871/4	871/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	547
46	46	871/4	871/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	547
46	46	218	218	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		5	47	B2	2	558
46	46	218	218	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		2	50	D3	3	558
46	46	218	218	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		1	67	G4	4	548
46	46	218	218	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		5	71	B4	4	548
46	46	873/4	873/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	549
46	46	873/4	873/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	549
46	46	437/2	437/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	559
46	46	437/2	437/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	559
46	46	437/2	437/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		-1	65	F4	4	550
46	46	437/2	437/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	550
46	46	875/4	875/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	551
46	46	875/4	875/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1	1	5	71	B4	4	551
46	46	219	219	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		5	47	B2	2	560
46	46	219	219	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	560
46	46	219	219	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		1	67	G4	4	552
46	46	219	219	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1	-1	5	71	B4	4	552
46	46	439/2	439/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	561
46	46	439/2	439/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	561
46	46	439/2	439/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		5	59	B3	3	553
